熊猫频道,#genre#
CCTV6,http://223.95.111.98:5555/newlive/live/hls/6/live.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://223.95.111.98:5555/newlive/live/hls/7/live.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV8,http://223.95.111.98:5555/newlive/live/hls/8/live.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV9,http://223.95.111.98:5555/newlive/live/hls/9/live.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://223.95.111.98:5555/newlive/live/hls/10/live.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV11,http://223.95.111.98:5555/newlive/live/hls/11/live.m3u8
CCTV11,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8?
CCTV12,http://223.95.111.98:5555/newlive/live/hls/12/live.m3u8
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV14,http://223.95.111.98:5555/newlive/live/hls/14/live.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV15,http://223.95.111.98:5555/newlive/live/hls/15/live.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
CCTV风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV风云剧场,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8
CCTV风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
CCTV风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
CCTV世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV央视文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
CGTN阿拉伯语,https://livear.cgtn.com/200a/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN纪录,https://livedoc.cgtn.com/1000d/prog_index.m3u8
VTC13 4K,http://vcdn1.vtc.gov.vn:1935/m_4k/smil:4k.smil/playlist.m3u8

卫视频道,#genre#

安徽卫视,http://223.95.111.98:5555/newlive/live/hls/38/live.m3u8
北京卫视,http://115.149.139.141:10001/tsfile/live/1022_1.m3u8
北京卫视,http://223.95.111.98:5555/newlive/live/hls/39/live.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
东方卫视,http://223.95.111.98:5555/newlive/live/hls/40/live.m3u8
东南卫视,http://223.95.111.98:5555/newlive/live/hls/33/live.m3u8
广东卫视,http://223.95.111.98:5555/newlive/live/hls/32/live.m3u8
广东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
贵州卫视,http://223.95.111.98:5555/newlive/live/hls/37/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
河北卫视,http://223.95.111.98:5555/newlive/live/hls/31/live.m3u8
河南卫视,http://223.95.111.98:5555/newlive/live/hls/25/live.m3u8
黑龙江卫视,http://223.95.111.98:5555/newlive/live/hls/30/live.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
湖北卫视,http://223.95.111.98:5555/newlive/live/hls/28/live.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江西卫视,http://223.95.111.98:5555/newlive/live/hls/26/live.m3u8
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8?blog.ntnas.top
辽宁卫视,http://223.95.111.98:5555/newlive/live/hls/27/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8

地方频道1,#genre#

湖北影视,http://219.140.56.34:3333/tsfile/live/1000_1.m3u8
湖北综合,http://219.140.56.34:3333/tsfile/live/1020_1.m3u8
湖南金鹰卡通,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8
淮南综合,http://stream.0554news.com/hnds1/sd/live.m3u8
黄山公共,http://live.ahsz.tv/video/s10001-ggpd-hd/index.m3u8
湟中综合,http://livecdn.dmqhyadmin.com/hls/xjhuangzhong.m3u8
潢川综合频道,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
会东综合,http://112.45.133.129:90/live/xwzh.m3u8
会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
获嘉综合频道,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
吉林都市,http://stream1.jlntv.cn/dspd/playlist.m3u8
吉林公共,http://stream1.jlntv.cn/ggpd/playlist.m3u8
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林卫视,http://stream1.jlntv.cn/jlws/playlist.m3u8
吉林乡村,http://stream1.jlntv.cn/xcpd/playlist.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/playlist.m3u8
吉林综合,http://stream1.jlntv.cn/fzpd/playlist.m3u8
吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8?shandd
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
建安综合频道,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
江津公共,http://222.179.155.21:1935/ch2.m3u8
江津综合,http://222.179.155.21:1935/ch1.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
睛彩焦作频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
涞水新闻,http://jwcdnqx.hebyun.com.cn/live/lsdst/1500k/tzwj_video.m3u8
兰考新闻频道,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
澜湄国际,http://tvlive.ynradio.com/live/yunnanguoji/chunks.m3u8
乐山公共,http://channellive.leshantv.net/live/ch2.flv
乐山综合,http://channellive.leshantv.net/live/ch1.flv
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
凉山综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
梁平综合,https://qxlmlive9.cbg.cn/applive/lplive01/chunklist.m3u8
辽宁北方,http://42.176.185.28:9901/tsfile/live/1011_1.m3u8
辽宁都市,http://42.176.185.28:9901/tsfile/live/1005_1.m3u8
辽宁公共,http://42.176.185.28:9901/tsfile/live/1010_1.m3u8
辽宁经济,http://42.176.185.28:9901/tsfile/live/1009_1.m3u8
辽宁生活,http://42.176.185.28:9901/tsfile/live/1006_1.m3u8
辽宁体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
辽宁影视,http://42.176.185.28:9901/tsfile/live/1012_1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8

地方频道2,#genre#

临颍综合频道,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8
灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd
六安公共,http://pili-live-rtmp.luan2.hfmt.net/luan2/ggpd.m3u8
六安综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8
龙泉驿新闻综合,http://live.newslqy.com/live/xwpd.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8?zguangxd
卢氏综合频道,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
泸州公共,http://file.luzhoubs.com:8101/nmip-media/channellive/channel103074/playlist.m3u8
泸州综合,http://file.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
鲁山综合频道,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
鹿泉二套,http://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8
鹿泉一套,http://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
栾川新闻频道,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
罗山综合频道,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
洛宁综合频道,http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
麻城综合[720*576],http://119.36.30.199:8888/mctv1.m3u8
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
眉山公共,http://live2.scmstv.cn/ggpd/sd/live.m3u8
门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
孟津新闻频道,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8
南乐综合频道,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
囊谦综合,http://pili-live-hls-qhnqapp2020.sobeylive.com/qhnqapp2020/qhnqtv01.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
宁化电视一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8?zshanxd
怒江电视台,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平泉影视,http://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8
平泉综合,http://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8?zjiangxd
濮阳县电视台,http://zhpull.dxhmt.cn/puyangxian/0779dbf4086a455fa1f36e3d56740a41/playlist.m3u8
祁连综合,http://livecdn.dmqhyadmin.com/hls/xjqilian.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
潜江乡村,http://hbqjdb.chinashadt.com:2035/live/4.stream/playlist.m3u8
潜江综合,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
青神综合,http://lmt.scqstv.com/live1/live1.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd
青州文旅,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd
清河经济综艺,http://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清河新闻综合,http://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
酋阳综合,http://qxlmlive9.cbg.cn/applive/youytv01/playlist.m3u8

地方频道3,#genre#

任丘文娱,http://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
任丘综合,http://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
汝州科教频道,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
汝州新闻频道,http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
陕西公共,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226361/index.m3u8
陕西体育休闲,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226363/index.m3u8
陕西新闻资讯,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226357/index.m3u8
陕西影视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226360/index.m3u8
商城新闻频道,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
上街电视台,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
