🇨🇳｜黑龙江ipv4,#genre#
CCTV1,http://39.135.135.48/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.49/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.50/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.51/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.52/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.53/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.56/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.57/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.58/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.59/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.60/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.61/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.62/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.63/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.64/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.65/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.66/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.67/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.68/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.69/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.70/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.71/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.72/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.73/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.74/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.75/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.76/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.77/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.78/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.79/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.80/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.81/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.82/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.83/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.84/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.85/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.86/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.87/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.88/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.135.89/PLTV/88888888/224/3221225816/1.m3u8


CCTV1,http://39.134.65.2/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.3/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.6/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.7/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.8/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.9/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.62/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.63/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.64/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.65/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.66/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.67/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.68/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.69/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.70/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.71/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.72/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.73/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.74/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.75/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.76/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.77/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.78/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.79/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.80/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.81/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.82/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.83/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.84/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.85/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.86/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.87/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.88/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.89/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.130/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.131/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.132/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.133/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.141/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.143/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.144/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.145/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.146/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.147/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.148/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.149/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.150/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.151/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.152/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.153/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.154/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.155/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.156/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.162/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.163/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.164/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.165/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.166/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.167/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.173/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.174/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.176/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.177/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.178/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.179/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.180/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.181/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.182/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.183/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.184/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.185/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.186/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.194/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.195/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.196/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.197/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.198/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.199/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.200/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.201/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.207/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.208/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.209/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.210/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.211/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.212/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.213/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.214/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.215/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.216/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.217/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.218/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.219/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.220/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.228/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.229/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.234/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.235/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.239/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.240/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.241/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.242/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.243/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.244/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.245/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.246/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.247/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.248/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.249/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.250/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.251/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.252/PLTV/88888888/224/3221225816/1.m3u8


CCTV1,http://39.134.65.181/PLTV/88888888/224/3221225816/1.m3u8
CCTV3,http://39.134.65.181/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.134.65.181/PLTV/88888888/224/3221226092/1.m3u8
CCTV5,http://39.135.135.4/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.134.65.181/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.135.135.4/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.134.65.181/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.134.65.181/PLTV/88888888/224/3221225795/1.m3u8
CCTV11,http://39.134.65.181/PLTV/88888888/224/3221226123/1.m3u8
CCTV13,http://39.134.65.181/PLTV/88888888/224/3221226077/1.m3u8
CCTV14,http://39.134.65.181/PLTV/88888888/224/3221225674/1.m3u8
CCTV13,http://39.134.65.181/PLTV/88888888/224/3221226125/1.m3u8
CCTV14,http://39.134.65.181/PLTV/88888888/224/3221226132/1.m3u8
CCTV15,http://39.134.65.181/PLTV/88888888/224/3221226127/1.m3u8
CCTV17,http://39.134.65.181/PLTV/88888888/224/3221225708/1.m3u8
辽宁卫视,http://39.134.65.181/PLTV/88888888/224/3221226089/1.m3u8
北京卫视,http://39.135.135.46/PLTV/88888888/224/3221225678/1.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8
广西卫视,http://39.134.65.181/PLTV/88888888/224/3221226091/1.m3u8
超级电视剧,http://39.134.65.181/PLTV/88888888/224/3221225637/1.m3u8
黑莓电影,http://39.135.135.46/PLTV/88888888/224/3221225681/1.m3u8
欢乐剧场,http://39.135.135.46/PLTV/88888888/224/3221225682/1.m3u8
晴彩篮球,http://39.134.65.181/PLTV/88888888/224/3221226027/1.m3u8
咪咕视频,http://39.134.65.181/PLTV/88888888/224/3221225649/1.m3u8
晴彩广场舞,http://39.134.65.181/PLTV/88888888/224/3221226046/1.m3u8


CCTV1,http://39.134.65.2/PLTV/88888888/224/3221225816/1.m3u8
CCTV4,http://39.134.65.2/PLTV/88888888/224/3221225535/1.m3u8
CCTV5+,http://39.134.65.2/PLTV/88888888/224/3221225507/1.m3u8
CCTV10,http://39.134.65.2/PLTV/88888888/224/3221225677/1.m3u8
CCTV10,http://39.134.65.2/PLTV/88888888/224/3221226128/1.m3u8
CCTV11,http://39.134.65.2/PLTV/88888888/224/3221226123/1.m3u8
CCTV12,http://39.134.65.2/PLTV/88888888/224/3221225669/1.m3u8
CCTV12,http://39.134.65.2/PLTV/88888888/224/3221226130/1.m3u8
CCTV14,http://39.134.65.2/PLTV/88888888/224/3221225674/1.m3u8
CCTV14,http://39.134.65.2/PLTV/88888888/224/3221226132/1.m3u8
CCTV15,http://39.134.65.2/PLTV/88888888/224/3221226127/1.m3u8
CCTV17,http://39.134.65.2/PLTV/88888888/224/3221225708/1.m3u8
江苏卫视,http://39.134.65.2/PLTV/88888888/224/3221225503/1.m3u8
湖南卫视,http://39.134.65.2/PLTV/88888888/224/3221225506/1.m3u8
浙江卫视,http://39.134.65.2/PLTV/88888888/224/3221225514/1.m3u8
黑龙江卫视,http://39.134.65.2/PLTV/88888888/224/3221225985/1.m3u8
辽宁卫视,http://39.134.65.2/PLTV/88888888/224/3221226089/1.m3u8
广西卫视,http://39.134.65.2/PLTV/88888888/224/3221226091/1.m3u8
哈尔滨新闻综合,http://39.134.65.2/PLTV/88888888/224/3221226093/1.m3u8
齐齐哈尔新闻综合,http://39.134.65.2/PLTV/88888888/224/3221226106/1.m3u8
黑龙江文体,http://39.134.65.2/PLTV/88888888/224/3221225965/1.m3u8
黑龙江新闻法治,http://39.134.65.2/PLTV/88888888/224/3221225967/1.m3u8
东北热剧,http://39.134.65.2/PLTV/88888888/224/3221225679/1.m3u8
黑莓电影,http://39.134.65.2/PLTV/88888888/224/3221225681/1.m3u8
欢乐剧场,http://39.134.65.2/PLTV/88888888/224/3221225682/1.m3u8
晴彩篮球,http://39.134.65.2/PLTV/88888888/224/3221225895/1.m3u8
超级电影,http://39.134.65.2/PLTV/88888888/224/3221225644/1.m3u8
金牌综艺,http://39.134.65.2/PLTV/88888888/224/3221225525/1.m3u8
精品体育,http://39.134.65.2/PLTV/88888888/224/3221225526/1.m3u8
家庭剧场,http://39.134.65.2/PLTV/88888888/224/3221225538/1.m3u8
潮妈辣婆,http://39.134.65.2/PLTV/88888888/224/3221225542/1.m3u8
精品记录,http://39.134.65.2/PLTV/88888888/224/3221225545/1.m3u8
咪咕视频1,http://39.134.65.2/PLTV/88888888/224/3221225611/1.m3u8
咪咕视频2,http://39.134.65.2/PLTV/88888888/224/3221225619/1.m3u8
咪咕视频3,http://39.134.65.2/PLTV/88888888/224/3221225645/1.m3u8
咪咕视频3,http://39.134.65.2/PLTV/88888888/224/3221225648/1.m3u8
咪咕视频4,http://39.134.65.2/PLTV/88888888/224/3221225649/1.m3u8
咪咕视频5,http://39.134.65.2/PLTV/88888888/224/3221225655/1.m3u8
咪咕视频6,http://39.134.65.2/PLTV/88888888/224/3221225903/1.m3u8
咪咕视频7,http://39.134.65.2/PLTV/88888888/224/3221225914/1.m3u8


🇨🇳｜河南频道,#genre#

河南卫视,http://150.158.10.195:80/dxxw.php?id=hnws
河南都市,http://150.158.10.195:80/dxxw.php?id=hnds
河南民生,http://150.158.10.195:80/dxxw.php?id=hnms
河南法治,http://150.158.10.195:80/dxxw.php?id=hmfz
河南电视剧,http://150.158.10.195:80/dxxw.php?id=hndsj
河南新闻,http://150.158.10.195:80/dxxw.php?id=hnxw
河南公共,http://150.158.10.195:80/dxxw.php?id=hngg
河南乡村,http://150.158.10.195:80/dxxw.php?id=hnxc
河南梨园,http://150.158.10.195:80/dxxw.php?id=hnly
河南文物宝库,http://150.158.10.195:80/dxxw.php?id=wwbk
河南武术世界,http://150.158.10.195:80/dxxw.php?id=wspd
河南睛彩中原,http://150.158.10.195:80/dxxw.php?id=jczy
河南移动戏曲,http://150.158.10.195:80/dxxw.php?id=ydxj
河南象视界,http://150.158.10.195:80/dxxw.php?id=xsj
CCTV6,http://150.158.10.195:80/1905.php?id=cctv6
国内电影1905,http://150.158.10.195:80/1905.php?id=1905b
国外电影1905,http://150.158.10.195:80/1905.php?id=1905a
东南卫视,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://121.33.239.242:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://58.17.116.69:9908/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://121.33.239.242:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://121.33.239.242:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://121.33.239.242:9901/tsfile/live/38725_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://121.33.239.242:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://121.33.239.242:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://121.33.239.242:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://121.33.239.242:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://121.33.239.242:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://124.128.73.58:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://121.33.239.242:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://121.33.239.242:9901/tsfile/live/0135_2.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://121.33.239.242:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://121.33.239.242:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://121.33.239.242:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://121.33.239.242:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://121.33.239.242:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://121.33.239.242:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://121.33.239.242:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://121.33.239.242:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://116.128.242.83:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://121.33.239.242:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://121.33.239.242:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://121.33.239.242:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
郑州新闻综合,http://150.158.10.195:80/dxxw.php?id=zz1
开封新闻综合,http://150.158.10.195:80/dxxw.php?id=kf1
平顶山新闻综合,http://150.158.10.195:80/dxxw.php?id=pds1
安阳新闻综合,http://150.158.10.195:80/dxxw.php?id=ay1
鹤壁新闻综合,http://150.158.10.195:80/dxxw.php?id=hb1
洛阳新闻综合,http://150.158.10.195:80/dxxw.php?id=ly1
新乡新闻综合,http://150.158.10.195:80/dxxw.php?id=xx1
焦作新闻综合,http://150.158.10.195:80/dxxw.php?id=jz1
许昌新闻综合,http://150.158.10.195:80/dxxw.php?id=xc1
三门峡新闻综合,http://150.158.10.195:80/dxxw.php?id=smx1
南阳新闻综合,http://150.158.10.195:80/dxxw.php?id=ny1
商丘新闻综合,http://150.158.10.195:80/dxxw.php?id=sq1
信阳新闻综合,http://150.158.10.195:80/dxxw.php?id=xy1
周口新闻综合,http://150.158.10.195:80/dxxw.php?id=zk1
济源新闻综合,http://150.158.10.195:80/dxxw.php?id=jy1







🇨🇳｜四川高清,#genre#

CCTV1,http://xeace.cn:8888/udp/239.93.0.184:5140
CCTV2,http://xeace.cn:8888/udp/239.93.1.23:6000
CCTV3,http://xeace.cn:8888/udp/239.93.1.11:2223
CCTV4,http://xeace.cn:8888/udp/239.93.1.105:5140
CCTV5,http://xeace.cn:8888/udp/239.93.1.12:2224
CCTV5+,http://xeace.cn:8888/udp/239.93.1.36:8004
CCTV6,http://xeace.cn:8888/udp/239.93.1.13:2226
CCTV7,http://xeace.cn:8888/udp/239.93.1.67:5140
CCTV8,http://xeace.cn:8888/udp/239.93.42.39:5140
CCTV9,http://xeace.cn:8888/udp/239.93.1.24:5140
CCTV10,http://xeace.cn:8888/udp/239.93.1.28:5140
CCTV11,http://xeace.cn:8888/udp/239.93.0.102:5140
CCTV12,http://xeace.cn:8888/udp/239.93.1.30:8124
CCTV13,http://xeace.cn:8888/udp/239.93.0.66:5140
CCTV14,http://xeace.cn:8888/udp/239.93.1.29:6000
CCTV15,http://xeace.cn:8888/udp/239.93.0.103:5140
CCTV16,http://xeace.cn:8888/udp/239.93.42.53:5140
CCTV16,http://xeace.cn:8888/udp/239.93.42.54:5140
